#stone data

v 0.109490 -0.011970 -0.046078
v 0.109490 -0.011970 0.046078
v 0.017637 -0.011970 0.046078
v 0.017637 -0.011970 -0.046078
v 0.080860 0.017764 -0.017352
v 0.046270 0.017764 -0.017352
v 0.046270 0.017764 0.017352
v 0.080860 0.017764 0.017352
v -0.097206 -0.011970 -0.046078
v -0.097206 -0.011970 0.046078
v -0.189062 -0.011970 0.046078
v -0.189062 -0.011970 -0.046078
v -0.125839 0.017764 -0.017352
v -0.160429 0.017764 -0.017352
v -0.160429 0.017764 0.017352
v -0.125839 0.017764 0.017352
v 0.006923 -0.011970 -0.165264
v 0.006923 -0.011970 -0.073109
v -0.084932 -0.011970 -0.073109
v -0.084932 -0.011970 -0.165264
v -0.021710 0.017764 -0.136538
v -0.056299 0.017764 -0.136538
v -0.056299 0.017764 -0.101836
v -0.021710 0.017764 -0.101836
v 0.020322 -0.011970 0.075433
v 0.020322 -0.011970 0.167591
v -0.071531 -0.011970 0.167591
v -0.071531 -0.011970 0.075433
v -0.008311 0.017764 0.104161
v -0.042898 0.017764 0.104161
v -0.042898 0.017763 0.138863
v -0.008311 0.017763 0.138863

f 2//1 3//1 4//1
f 6//2 7//2 8//2
f 1//3 5//3 8//3
f 2//4 8//4 7//4
f 7//5 6//5 4//5
f 1//6 4//6 6//6
f 10//1 11//1 12//1
f 14//2 15//2 16//2
f 13//7 16//7 10//7
f 16//4 15//4 11//4
f 15//5 14//5 12//5
f 9//6 12//6 14//6
f 18//1 19//1 20//1
f 22//2 23//2 24//2
f 17//7 21//7 24//7
f 24//4 23//4 19//4
f 23//5 22//5 20//5
f 21//6 17//6 20//6
f 26//1 27//1 28//1
f 30//2 31//2 32//2
f 29//7 32//7 26//7
f 32//4 31//4 27//4
f 27//5 31//5 30//5
f 25//6 28//6 30//6
f 1//1 2//1 4//1
f 5//2 6//2 8//2
f 2//3 1//3 8//3
f 3//4 2//4 7//4
f 3//5 7//5 4//5
f 5//6 1//6 6//6
f 9//1 10//1 12//1
f 13//2 14//2 16//2
f 9//7 13//7 10//7
f 10//4 16//4 11//4
f 11//5 15//5 12//5
f 13//6 9//6 14//6
f 17//1 18//1 20//1
f 21//2 22//2 24//2
f 18//7 17//7 24//7
f 18//4 24//4 19//4
f 19//5 23//5 20//5
f 22//6 21//6 20//6
f 25//1 26//1 28//1
f 29//2 30//2 32//2
f 25//7 29//7 26//7
f 26//4 32//4 27//4
f 28//5 27//5 30//5
f 29//6 25//6 30//6

c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
c 140 80 34 140 80 34 140 80 34
